time,open,high,low,close,volume
2025-01-01T00:00:00Z,2300.0,2303.05,2298.0,2300.85,1800
2025-01-01T01:00:00Z,2300.85,2303.9,2298.85,2301.7,1855
2025-01-01T02:00:00Z,2301.7,2304.75,2299.7,2302.55,1910
2025-01-01T03:00:00Z,2302.55,2305.6,2300.55,2303.4,1965
2025-01-01T04:00:00Z,2303.4,2306.45,2301.4,2304.25,2020
2025-01-01T05:00:00Z,2304.25,2307.3,2302.25,2305.1,2075
2025-01-01T06:00:00Z,2305.1,2308.15,2303.1,2305.95,2130
2025-01-01T07:00:00Z,2305.95,2309.0,2303.95,2306.8,2185
2025-01-01T08:00:00Z,2306.8,2309.85,2304.8,2307.65,2240
2025-01-01T09:00:00Z,2307.65,2310.7,2305.65,2308.5,2295
2025-01-01T10:00:00Z,2308.5,2311.55,2306.5,2309.35,2350
2025-01-01T11:00:00Z,2309.35,2312.4,2307.35,2310.2,2405
2025-01-01T12:00:00Z,2310.2,2313.25,2308.2,2311.05,2460
2025-01-01T13:00:00Z,2311.05,2314.1,2309.05,2311.9,2515
2025-01-01T14:00:00Z,2311.9,2314.95,2309.9,2312.75,2570
2025-01-01T15:00:00Z,2312.75,2315.8,2310.75,2313.6,2625
2025-01-01T16:00:00Z,2313.6,2316.65,2311.6,2314.45,2680
2025-01-01T17:00:00Z,2314.45,2317.5,2312.45,2315.3,2735
2025-01-01T18:00:00Z,2315.3,2318.35,2313.3,2316.15,2790
2025-01-01T19:00:00Z,2316.15,2319.2,2314.15,2317.0,2845
2025-01-01T20:00:00Z,2317.0,2320.05,2315.0,2317.85,2900
2025-01-01T21:00:00Z,2317.85,2320.9,2315.85,2318.7,2955
2025-01-01T22:00:00Z,2318.7,2321.75,2316.7,2319.55,3010
2025-01-01T23:00:00Z,2319.55,2322.6,2317.55,2320.4,3065
2025-01-02T00:00:00Z,2320.4,2323.45,2318.4,2321.25,1800
2025-01-02T01:00:00Z,2321.25,2324.3,2319.25,2322.1,1855
2025-01-02T02:00:00Z,2322.1,2325.15,2320.1,2322.95,1910
2025-01-02T03:00:00Z,2322.95,2326.0,2320.95,2323.8,1965
2025-01-02T04:00:00Z,2323.8,2326.85,2321.8,2324.65,2020
2025-01-02T05:00:00Z,2324.65,2327.7,2322.65,2325.5,2075
2025-01-02T06:00:00Z,2325.5,2328.55,2323.5,2326.35,2130
2025-01-02T07:00:00Z,2326.35,2329.4,2324.35,2327.2,2185
2025-01-02T08:00:00Z,2327.2,2330.25,2325.2,2328.05,2240
2025-01-02T09:00:00Z,2328.05,2331.1,2326.05,2328.9,2295
2025-01-02T10:00:00Z,2328.9,2331.95,2326.9,2329.75,2350
2025-01-02T11:00:00Z,2329.75,2332.8,2327.75,2330.6,2405
2025-01-02T12:00:00Z,2330.6,2333.65,2328.6,2331.45,2460
2025-01-02T13:00:00Z,2331.45,2334.5,2329.45,2332.3,2515
2025-01-02T14:00:00Z,2332.3,2335.35,2330.3,2333.15,2570
2025-01-02T15:00:00Z,2333.15,2336.2,2331.15,2334.0,2625
2025-01-02T16:00:00Z,2334.0,2337.05,2332.0,2334.85,2680
2025-01-02T17:00:00Z,2334.85,2337.9,2332.85,2335.7,2735
2025-01-02T18:00:00Z,2335.7,2338.75,2333.7,2336.55,2790
2025-01-02T19:00:00Z,2336.55,2339.6,2334.55,2337.4,2845
2025-01-02T20:00:00Z,2337.4,2340.45,2335.4,2338.25,2900
2025-01-02T21:00:00Z,2338.25,2341.3,2336.25,2339.1,2955
2025-01-02T22:00:00Z,2339.1,2342.15,2337.1,2339.95,3010
2025-01-02T23:00:00Z,2339.95,2343.0,2337.95,2340.8,3065
2025-01-03T00:00:00Z,2340.8,2343.85,2338.8,2341.65,1800
2025-01-03T01:00:00Z,2341.65,2344.7,2339.65,2342.5,1855
2025-01-03T02:00:00Z,2342.5,2345.55,2340.5,2343.35,1910
2025-01-03T03:00:00Z,2343.35,2346.4,2341.35,2344.2,1965
2025-01-03T04:00:00Z,2344.2,2347.25,2342.2,2345.05,2020
2025-01-03T05:00:00Z,2345.05,2348.1,2343.05,2345.9,2075
2025-01-03T06:00:00Z,2345.9,2348.95,2343.9,2346.75,2130
2025-01-03T07:00:00Z,2346.75,2349.8,2344.75,2347.6,2185
2025-01-03T08:00:00Z,2347.6,2350.65,2345.6,2348.45,2240
2025-01-03T09:00:00Z,2348.45,2351.5,2346.45,2349.3,2295
2025-01-03T10:00:00Z,2349.3,2352.35,2347.3,2350.15,2350
2025-01-03T11:00:00Z,2350.15,2353.2,2348.15,2351.0,2405
2025-01-03T12:00:00Z,2351.0,2354.05,2349.0,2351.85,2460
2025-01-03T13:00:00Z,2351.85,2354.9,2349.85,2352.7,2515
2025-01-03T14:00:00Z,2352.7,2355.75,2350.7,2353.55,2570
2025-01-03T15:00:00Z,2353.55,2356.6,2351.55,2354.4,2625
2025-01-03T16:00:00Z,2354.4,2357.45,2352.4,2355.25,2680
2025-01-03T17:00:00Z,2355.25,2358.3,2353.25,2356.1,2735
2025-01-03T18:00:00Z,2356.1,2359.15,2354.1,2356.95,2790
2025-01-03T19:00:00Z,2356.95,2360.0,2354.95,2357.8,2845
2025-01-03T20:00:00Z,2357.8,2360.85,2355.8,2358.65,2900
2025-01-03T21:00:00Z,2358.65,2361.7,2356.65,2359.5,2955
2025-01-03T22:00:00Z,2359.5,2362.55,2357.5,2360.35,3010
2025-01-03T23:00:00Z,2360.35,2363.4,2358.35,2361.2,3065
2025-01-04T00:00:00Z,2361.2,2364.25,2359.2,2362.05,1800
2025-01-04T01:00:00Z,2362.05,2365.1,2360.05,2362.9,1855
2025-01-04T02:00:00Z,2362.9,2365.95,2360.9,2363.75,1910
2025-01-04T03:00:00Z,2363.75,2366.8,2361.75,2364.6,1965
2025-01-04T04:00:00Z,2364.6,2367.65,2362.6,2365.45,2020
2025-01-04T05:00:00Z,2365.45,2368.5,2363.45,2366.3,2075
2025-01-04T06:00:00Z,2366.3,2369.35,2364.3,2367.15,2130
2025-01-04T07:00:00Z,2367.15,2370.2,2365.15,2368.0,2185
2025-01-04T08:00:00Z,2368.0,2371.05,2366.0,2368.85,2240
2025-01-04T09:00:00Z,2368.85,2371.9,2366.85,2369.7,2295
2025-01-04T10:00:00Z,2369.7,2372.75,2367.7,2370.55,2350
2025-01-04T11:00:00Z,2370.55,2373.6,2368.55,2371.4,2405
2025-01-04T12:00:00Z,2371.4,2374.45,2369.4,2372.25,2460
2025-01-04T13:00:00Z,2372.25,2375.3,2370.25,2373.1,2515
2025-01-04T14:00:00Z,2373.1,2376.15,2371.1,2373.95,2570
2025-01-04T15:00:00Z,2373.95,2377.0,2371.95,2374.8,2625
2025-01-04T16:00:00Z,2374.8,2377.85,2372.8,2375.65,2680
2025-01-04T17:00:00Z,2375.65,2378.7,2373.65,2376.5,2735
2025-01-04T18:00:00Z,2376.5,2379.55,2374.5,2377.35,2790
2025-01-04T19:00:00Z,2377.35,2380.4,2375.35,2378.2,2845
2025-01-04T20:00:00Z,2378.2,2381.25,2376.2,2379.05,2900
2025-01-04T21:00:00Z,2379.05,2382.1,2377.05,2379.9,2955
2025-01-04T22:00:00Z,2379.9,2382.95,2377.9,2380.75,3010
2025-01-04T23:00:00Z,2380.75,2383.8,2378.75,2381.6,3065
2025-01-05T00:00:00Z,2381.6,2384.65,2379.6,2382.45,1800
2025-01-05T01:00:00Z,2382.45,2385.5,2380.45,2383.3,1855
2025-01-05T02:00:00Z,2383.3,2386.35,2381.3,2384.15,1910
2025-01-05T03:00:00Z,2384.15,2387.2,2382.15,2385.0,1965
2025-01-05T04:00:00Z,2385.0,2388.05,2383.0,2385.85,2020
2025-01-05T05:00:00Z,2385.85,2388.9,2383.85,2386.7,2075
2025-01-05T06:00:00Z,2386.7,2389.75,2384.7,2387.55,2130
2025-01-05T07:00:00Z,2387.55,2390.6,2385.55,2388.4,2185
2025-01-05T08:00:00Z,2388.4,2391.45,2386.4,2389.25,2240
2025-01-05T09:00:00Z,2389.25,2392.3,2387.25,2390.1,2295
2025-01-05T10:00:00Z,2390.1,2393.15,2388.1,2390.95,2350
2025-01-05T11:00:00Z,2390.95,2394.0,2388.95,2391.8,2405
2025-01-05T12:00:00Z,2391.8,2394.85,2389.8,2392.65,2460
2025-01-05T13:00:00Z,2392.65,2395.7,2390.65,2393.5,2515
2025-01-05T14:00:00Z,2393.5,2396.55,2391.5,2394.35,2570
2025-01-05T15:00:00Z,2394.35,2397.4,2392.35,2395.2,2625
2025-01-05T16:00:00Z,2395.2,2398.25,2393.2,2396.05,2680
2025-01-05T17:00:00Z,2396.05,2399.1,2394.05,2396.9,2735
2025-01-05T18:00:00Z,2396.9,2399.95,2394.9,2397.75,2790
2025-01-05T19:00:00Z,2397.75,2400.8,2395.75,2398.6,2845
2025-01-05T20:00:00Z,2398.6,2401.65,2396.6,2399.45,2900
2025-01-05T21:00:00Z,2399.45,2402.5,2397.45,2400.3,2955
2025-01-05T22:00:00Z,2400.3,2403.35,2398.3,2401.15,3010
2025-01-05T23:00:00Z,2401.15,2404.2,2399.15,2402.0,3065
2025-01-06T00:00:00Z,2402.0,2405.05,2400.0,2402.85,1800
2025-01-06T01:00:00Z,2402.85,2405.9,2400.85,2403.7,1855
2025-01-06T02:00:00Z,2403.7,2406.75,2401.7,2404.55,1910
2025-01-06T03:00:00Z,2404.55,2407.6,2402.55,2405.4,1965
